명사,분류
Harry,인물
school,일반명사
buildings,일반명사
Uncle Vernon,기관/단체
door,일반명사
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
cupboard,일반명사
jump,일반명사
trash,일반명사
cans,일반명사
kitchen,일반명사
doors,일반명사
Harry,인물
wind,일반명사
today,일반명사
nothing,일반명사
Dudley,인물
Piers,기관/단체
day,일반명사
school,일반명사
cupboard,일반명사
Figg,일반명사
living,일반명사
room,일반명사
Uncle Vernon,인물
Aunt Petunia,인물
things,일반명사
people,일반명사
work,일반명사
Harry,인물
council,일반명사
Harry,인물
bank,일반명사
Harry,인물
subjects,일반명사
morning,일반명사
motorcycles,일반명사
maniacs,일반명사
hoodlums,일반명사
motorcycle,일반명사
dream,일반명사
motorcycle,일반명사
Harry,인물
Uncle Vernon,인물
car,일반명사
front,일반명사
seat,일반명사
Harry,기관/단체
face,일반명사
beet,일반명사
mustache,일반명사
MOTORCYCLES,기관/단체
DONT,일반명사
FLY,일반명사
Dudley,인물
Piers,인물
Harry,인물
anything,일반명사
thing,일반명사
Dursleys,기관/단체
questions,일반명사
anything,일반명사
way,일반명사
matter,일반명사
dream,일반명사
cartoon,일반명사
ideas,일반명사
Saturday,일반명사
zoo,일반명사
families,일반명사
Dursleys,기관/단체
Dudley Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Piers,기관/단체
chocolate,일반명사
ice,일반명사
creams,일반명사
entrance,일반명사
lady,일반명사
van,일반명사
Harry,인물
lemon,일반명사
ice,일반명사
pop,일반명사
Harry,인물
gorilla,일반명사
head,일반명사
Dudley,인물
blond,일반명사
Harry,인물
morning,일반명사
time,일반명사
way,일반명사
Dursleys,기관/단체
Dudley,인물
Piers,지명(국가/도시)
animals,일반명사
lunchtime,일반명사
hobby,일반명사
zoo,일반명사
restaurant,일반명사
Dudley,인물
tantrum,일반명사
knickerbocker,일반명사
glory,일반명사
didn,일반명사
ice,일반명사
cream,일반명사
top,일반명사
Uncle Vernon,인물
Harry,인물
Harry,인물
lunch,일반명사
reptile,일반명사
house,일반명사
windows,일반명사
walls,일반명사
glass,일반명사
sorts,일반명사
lizards,일반명사
snakes,일반명사
bits,일반명사
wood,일반명사
stone,일반명사
Dudley,인물
Piers,인물
cobras,일반명사
thick,일반명사
pythons,일반명사
Dudley,인물
snake,일반명사
place,일반명사
body,일반명사
Uncle Vernon,인물
car,일반명사
trash,일반명사
moment,일반명사
look,일반명사
mood,일반명사
fact,일반명사
asleep,일반명사
Dudley,인물
nose,일반명사
glass,일반명사
coils,일반명사
father,일반명사
Uncle Vernon,인물
glass,일반명사
snake,일반명사
didn,일반명사
budge,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Dudley,인물
Uncle Vernon,인물
glass,일반명사
knuckles,일반명사
snake,일반명사
Dudley,인물
Harry,인물
front,일반명사
tank,일반명사
snake,일반명사
boredom,일반명사
company,일반명사
people,일반명사
fingers,일반명사
glass,일반명사
day,일반명사
cupboard,일반명사
bedroom,일반명사
visitor,일반명사
Aunt Petunia,인물
door,일반명사
rest,일반명사
house,일반명사
snake,일반명사
eyes,일반명사
head,일반명사
eyes,일반명사
level,일반명사
Harry,인물
Harry,인물
anyone,일반명사
snake,일반명사
snake,일반명사
head,일반명사
Uncle Vernon,인물
Dudley,인물
eyes,일반명사
ceiling,일반명사
Harry,인물
look,일반명사
Harry,인물
glass,일반명사
snake,일반명사
snake,일반명사
Harry,인물
Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
snake,일반명사
tail,일반명사
sign,일반명사
glass,일반명사
Harry,인물
Boa Constrictor,인물
Brazil,지명(국가/도시)
boa,일반명사
constrictor,일반명사
tail,일반명사
sign,일반명사
Harry,인물
specimen,일반명사
zoo,일반명사
Oh,일반명사
Brazil,지명(국가/도시)
snake,일반명사
head,일반명사
deafening,일반명사
shout,일반명사
Harry,인물
jump,일반명사
DUDLEY,기관/단체
MR. DURSLEY,인물
COME,기관/단체
LOOK,기관/단체
AT,일반명사
THIS,일반명사
SNAKE,일반명사
YOU,일반명사
WONT,일반명사
BELIEVE,일반명사
IT,일반명사
S,인물
DOING,일반명사
Dudley,인물
way,일반명사
Harry,인물
ribs,일반명사
surprise,일반명사
Harry,인물
floor,일반명사
one,일반명사
second,일반명사
Piers,인물
Dudley,인물
glass,일반명사
howls,일반명사
horror,일반명사
Harry,인물
glass,일반명사
front,일반명사
boa,일반명사
constrictor,일반명사
tank,일반명사
snake,일반명사
floor,일반명사
People,일반명사
reptile,일반명사
house,일반명사
exits,일반명사
snake,일반명사
Harry,인물
voice,일반명사
Brazil,인물
Thanksss,지명(국가/도시)
keeper,일반명사
reptile,일반명사
house,일반명사
shock,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
glass,일반명사
glass,일반명사
zoo,일반명사
director,일반명사
Aunt Petunia,인물
cup,일반명사
tea,일반명사
Piers,일반명사
Dudley,인물
Harry,인물
snake,일반명사
hadn,일반명사
anything,일반명사
heels,일반명사
time,일반명사
Uncle,지명(국가/도시)
Vernon,인물
car,일반명사
Dudley,인물
leg,일반명사
Piers,인물
death,일반명사
Harry,인물
Piers,일반명사
Harry,인물
Harry,인물
Uncle Vernon,인물
Piers,인물
house,일반명사
Harry,인물
Go,일반명사
cupboard,일반명사
stay,일반명사
meals,일반명사
chair,일반명사
Aunt Petunia,인물
brandy,일반명사
Harry,인물
cupboard,일반명사
watch,일반명사
time,일반명사
Dursleys,기관/단체
risk,일반명사
kitchen,일반명사
food,일반명사
Dursleys,기관/단체
years,일반명사
years,일반명사
baby,일반명사
parents,일반명사
car,일반명사
crash,일반명사
remember,일반명사
car,일반명사
parents,일반명사
memory,일반명사
hours,일반명사
cupboard,일반명사
vision,일반명사
flash,일반명사
light,일반명사
burning,일반명사
pain,일반명사
forehead,일반명사
crash,일반명사
imagine,일반명사
light,일반명사
parents,일반명사
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
aunt,일반명사
uncle,일반명사
course,일반명사
questions,일반명사
photographs,일반명사
house,일반명사
Harry,인물
relation,일반명사
Dursleys,기관/단체
family,일반명사
strangers,일반명사
street,일반명사
strangers,일반명사
man,일반명사
violet,일반명사
top,일반명사
hat,일반명사
Aunt Petunia,인물
Dudley,인물
Harry,인물
man,일반명사
Aunt Petunia,인물
shop,일반명사
anything,일반명사
woman,일반명사
bus,일반명사
man,일반명사
purple,일반명사
coat,일반명사
hand,일반명사
street,일반명사
day,일반명사
word,일반명사
thing,일반명사
people,일반명사
way,일반명사
Harry,인물
look,일반명사
school,일반명사
Harry,인물
one,일반명사
Everybody,일반명사
Dudley,인물
gang,일반명사
Harry Potter,인물
baggy,일반명사
clothes,일반명사
glasses,일반명사
nobody,일반명사
Dudley,인물
gang,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
THE,기관/단체
LETTERS,기관/단체
FROM,일반명사
NO,일반명사
ONE,일반명사
escape,일반명사
Brazilian,지명(국가/도시)
boa,일반명사
constrictor,일반명사
Harry,인물
punishment,일반명사
time,일반명사
cupboard,일반명사
summer,일반명사
holidays,일반명사
Dudley,인물
video,일반명사
camera,일반명사
remote,일반명사
control,일반명사
airplane,일반명사
time,일반명사
racing,일반명사
bike,일반명사
Figg,일반명사
Privet Drive,인물
crutches,일반명사
Harry,인물
school,일반명사
Dudley,인물
gang,일반명사
house,일반명사
day,일반명사
Piers,일반명사
Dennis,인물
Malcolm,지명(국가/도시)
Gordon,인물
Dudley,인물
lot,일반명사
leader,일반명사
rest,일반명사
Dudley,지명(국가/도시)
sport,일반명사
Harry Hunting,인물
Harry,인물
time,일반명사
house,일반명사
end,일반명사
holidays,일반명사
ray,일반명사
hope,일반명사
September,인물
school,일반명사
time,일반명사
Page,지명(국가/도시)
Harry Potter,인물
Philosophers Stone,기관/단체
life,일반명사
Dudley,인물
Dudley,인물
Uncle Vernon,기관/단체
school,일반명사
Smeltings,인물
Piers Polkiss,인물
Harry,인물
hand,일반명사
Stonewall High,인물
school,일반명사
Dudley,인물
people,일반명사
heads,일반명사
toilet,일반명사
day,일반명사
Stonewall,기관/단체
Harry,인물
upstairs,일반명사
practice,일반명사
No,기관/단체
thanks,일반명사
Harry,인물
toilet,일반명사
anything,일반명사
head,일반명사
Dudley,인물
day,일반명사
July,지명(국가/도시)
Aunt Petunia,인물
Dudley,인물
London,지명(국가/도시)
Smeltings,기관/단체
uniform,일반명사
Harry,인물
Figg,일반명사
Figg,일반명사
leg,일반명사
tripping,일반명사
cats,일반명사
fond,일반명사
Harry,인물
television,일반명사
bit,일반명사
chocolate,일반명사
cake,일반명사
years,일반명사
Dudley,인물
living,일반명사
room,일반명사
family,일반명사
uniform,일반명사
Smeltings,일반명사
tailcoats,일반명사
orange,일반명사
knickerbockers,일반명사
straw,일반명사
hats,일반명사
boaters,일반명사
sticks,일반명사
teachers,일반명사
training,일반명사
life,일반명사
Dudley,기관/단체
knickerbockers,일반명사
Uncle Vernon,인물
gruffly,일반명사
moment,일반명사
life,일반명사
Aunt Petunia,인물
burst,일반명사
tears,일반명사
Ickle Dudleykins,인물
Harry,인물
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
trust,일반명사
ribs,일반명사
smell,일반명사
kitchen,일반명사
morning,일반명사
Harry,인물
breakfast,일반명사
metal,일반명사
tub,일반명사
sink,일반명사
look,일반명사
tub,일반명사
dirty,일반명사
rags,일반명사
water,일반명사
Aunt Petunia,인물
lips,일반명사
question,일반명사
school,일반명사
uniform,일반명사
Harry,인물
bowl,일반명사
Oh,일반명사
Don,일반명사
Aunt Petunia,인물
Dudley,인물
things,일반명사
gray,일반명사
look,일반명사
everyone,일반명사
Harry,인물
table,일반명사
day,일반명사
Stonewall High,기관/단체
bits,일반명사
skin,일반명사
Dudley,인물
Uncle Vernon,인물
noses,일반명사
smell,일반명사
Harry,인물
uniform,일반명사
Uncle Vernon,인물
newspaper,일반명사
Dudley,인물
stick,일반명사
table,일반명사
click,일반명사
mail,일반명사
slot,일반명사
flop,일반명사
letters,일반명사
doormat,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Get,일반명사
mail,일반명사
Dudley,인물
Uncle Vernon,인물
paper,일반명사
Harry,인물
Get,일반명사
mail,일반명사
Make,일반명사
Dudley,일반명사
Poke,일반명사
stick,일반명사
Harry,인물
Smelting,일반명사
stick,일반명사
mail,일반명사
things,일반명사
doormat,일반명사
postcard,일반명사
Uncle Vernon,인물
sister,일반명사
Marge,인물
Isle,기관/단체
Wight,지명(국가/도시)
envelope,일반명사
bill,일반명사
letter,일반명사
Harry,인물
Harry,인물
heart,일반명사
band,일반명사
one,일반명사
life,일반명사
friends,일반명사
relatives,일반명사
belong,일반명사
library,일반명사
notes,일반명사
books,일반명사
letter,일반명사
mistake,일반명사
Mr. H.,인물
Potter,일반명사
Cupboard,기관/단체
Stairs,일반명사
Privet,일반명사
Drive,일반명사
Little,일반명사
Whinging,일반명사
Surrey,일반명사
envelope,일반명사
parchment,일반명사
address,일반명사
ink,일반명사
stamp,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
envelope,일반명사
hand,일반명사
trembling,일반명사
Harry,인물
wax,일반명사
seal,일반명사
coat,일반명사
arms,일반명사
lion,일반명사
eagle,일반명사
badger,일반명사
snake,일반명사
letter,일반명사
Hurry,인물
Uncle Vernon,인물
kitchen,일반명사
letter,일반명사
bombs,일반명사
joke,일반명사
Harry,인물
kitchen,일반명사
letter,일반명사
Uncle Vernon,인물
bill,일반명사
postcard,일반명사
envelope,일반명사
Uncle Vernon,인물
bill,일반명사
disgust,일반명사
postcard,일반명사
Marge,인물
ill,일반명사
Aunt Petunia,인물
whelk,일반명사
Dad,일반명사
Dudley,인물
Dad,일반명사
Harry,인물
something,일반명사
Harry,인물
point,일반명사
letter,일반명사
parchment,일반명사
envelope,일반명사
hand,일반명사
Uncle Vernon,인물
Harry,인물
Uncle Vernon,인물
letter,일반명사
hand,일반명사
glancing,일반명사
face,일반명사
set,일반명사
traffic,일반명사
lights,일반명사
stop,일반명사
seconds,일반명사
porridge,일반명사
Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Dudley,인물
letter,일반명사
Uncle Vernon,인물
reach,일반명사
Aunt Petunia,인물
